Precinct	total_votes	votes|Kim Foxx	votes|Patrick W. ''Pat'' O'Brien	votes|Brian Dennehy
31016	433	312	94	27
31017	351	195	121	35
31018	342	194	105	43
31019	337	176	120	41
31020	325	185	112	28
31021	330	185	108	37
31022	319	220	64	35
31023	392	240	117	35
31024	379	244	97	38
31025	364	188	142	34
31026	374	214	129	31
31027	418	244	144	30
31028	331	197	102	32
31029	353	194	115	44
31030	293	184	71	38
31031	317	167	119	31
31032	301	181	90	30
31033	352	189	121	42
31034	395	229	138	28
31035	448	264	129	55
31036	390	206	137	47
31037	356	215	114	27
31038	332	207	95	30
31039	406	293	71	42
31040	410	266	109	35
31041	341	223	84	34
32001	860	480	287	93
32002	786	432	300	54
32003	713	468	195	50
32004	651	360	244	47
32005	736	429	237	70
32006	827	498	274	55
32007	799	430	310	59
32008	911	459	394	58
32009	730	396	275	59
32010	815	401	356	58
32011	589	463	96	30
32012	458	350	87	21
32013	807	399	354	54
32014	710	532	135	43
32015	672	369	245	58
32016	680	403	215	62
32017	645	459	142	44
32018	712	314	351	47
32019	667	381	224	62
32020	619	466	107	46
32021	707	384	280	43
32022	796	594	145	57
32023	758	397	319	42
32024	648	289	322	37
32025	677	351	261	65
32026	685	503	130	52
32027	777	341	384	52
32028	660	479	126	55
32029	725	459	220	46
32030	732	297	389	46
32031	776	391	327	58
32032	809	458	281	70
32033	689	375	267	47
32034	777	458	237	82
32035	697	351	294	52
32036	760	418	292	50
32037	824	474	282	68
32038	735	384	288	63
32039	839	330	465	44
32040	713	355	295	63
32041	772	368	355	49
32042	699	355	293	51
32043	595	418	131	46
33001	703	490	153	60
33002	929	614	233	82
33003	941	647	218	76
33004	919	547	282	90
33005	688	405	209	74
33006	598	354	168	76
33007	720	473	179	68
33008	846	526	261	59
33009	774	420	275	79
33010	597	306	207	84
33011	707	423	219	65
33012	709	400	202	107
33013	655	434	157	64
33014	335	229	80	26
33015	706	452	180	74
33016	955	529	305	121
33017	713	421	224	68
33018	993	694	209	90
33019	855	497	254	104
33020	860	599	200	61
33021	709	455	191	63
33022	648	349	224	75
33023	755	449	215	91
33024	814	484	273	57
33025	828	486	262	80
33026	533	388	101	44
33027	817	542	206	69
33028	618	466	95	57
34001	474	446	12	16
34002	387	351	32	4
34003	443	404	22	17
34004	338	315	15	8
34005	399	364	21	14
34006	500	448	35	17
34007	479	441	19	19
34008	385	355	22	8
34009	315	282	19	14
34010	453	412	22	19
34011	388	355	14	19
34012	474	434	25	15
34013	450	408	26	16
34014	361	328	18	15
34015	418	383	19	16
34016	399	365	22	12
34017	542	504	20	18
34018	318	290	18	10
34019	501	450	30	21
34020	485	443	25	17
34021	503	459	21	23
34022	438	408	20	10
34023	368	346	14	8
34024	390	357	20	13
34025	659	616	25	18
34026	509	474	23	12
34027	372	328	25	19
34028	292	269	14	9
34029	364	335	17	12
34030	419	387	18	14
34031	363	334	19	10
34032	440	398	25	17
34033	375	351	13	11
34034	506	469	26	11
34035	545	495	30	20
34036	382	351	21	10
34037	253	231	14	8
34038	222	195	21	6
34039	338	316	10	12
34040	491	451	12	28
34041	269	244	9	16
34042	428	405	12	11
34043	389	358	12	19
34044	414	387	18	9
34045	448	404	22	22
34046	295	273	13	9
34047	403	378	14	11
34048	441	396	28	17
34049	408	368	29	11
34050	357	331	13	13
34051	464	421	32	11
34052	334	302	20	12
34053	310	283	10	17
35001	622	406	152	64
35002	595	414	135	46
35003	537	368	122	47
35004	592	334	190	68
35005	507	379	87	41
35006	608	433	114	61
35007	607	472	84	51
35008	589	423	103	63
35009	546	332	171	43
35010	686	558	90	38
35011	678	461	154	63
35012	433	284	99	50
35013	429	297	88	44
35014	473	317	116	40
35015	696	496	122	78
35016	347	237	81	29
35017	594	438	97	59
35018	386	241	104	41
35019	381	253	87	41
35020	600	376	143	81
35021	597	417	117	63
35022	701	497	157	47
35023	606	357	193	56
35024	533	336	136	61
35025	615	474	107	34
35026	505	282	172	51
35027	554	366	134	54
35028	571	383	125	63
35029	587	375	157	55
35030	566	349	163	54
35031	618	382	183	53
36001	503	274	185	44
36002	496	316	135	45
36003	438	256	146	36
36004	537	331	150	56
36005	430	297	114	19
36006	456	261	158	37
36007	600	200	351	49
36008	412	243	115	54
36009	474	309	116	49
36010	654	321	267	66
36011	355	202	111	42
36012	334	224	88	22
36013	372	237	105	30
36014	550	236	248	66
36015	547	213	282	52
36016	517	227	237	53
36017	624	245	300	79
36018	553	237	247	69
36019	629	352	221	56
36020	579	270	257	52
36021	450	262	138	50
36022	441	280	125	36
36023	446	283	114	49
36024	596	281	256	59
36025	508	317	133	58
36026	515	175	286	54
36027	454	223	177	54
36028	532	215	271	46
36029	567	216	294	57
36030	497	200	246	51
37001	371	328	25	18
37002	364	305	35	24
37003	304	267	23	14
37004	344	275	42	27
37005	437	391	29	17
37006	441	396	31	14
37007	351	271	60	20
37008	308	245	43	20
37009	434	387	27	20
37010	524	421	70	33
37011	286	265	17	4
37012	401	311	59	31
37013	314	280	17	17
37014	462	395	42	25
37015	446	399	29	18
37016	489	438	35	16
37017	316	288	20	8
37018	370	325	28	17
37019	312	264	28	20
37020	382	344	26	12
37021	374	297	45	32
37022	396	312	55	29
37023	401	370	25	6
37024	439	394	30	15
37025	371	332	31	8
37026	559	458	77	24
37027	392	349	23	20
37028	383	332	37	14
37029	403	368	23	12
37030	416	376	27	13
37031	481	415	39	27
37032	368	326	32	10
37033	462	418	31	13
37034	369	335	21	13
37035	412	377	17	18
37036	403	353	32	18
37037	465	425	28	12
37038	447	392	36	19
37039	406	373	24	9
37040	445	407	22	16
37041	437	378	33	26
38001	517	239	227	51
38002	604	59	517	28
38003	593	176	368	49
38004	546	149	348	49
38005	585	196	347	42
38006	589	174	373	42
38007	551	105	404	42
38008	545	168	337	40
38009	661	154	472	35
38010	505	186	278	41
38011	510	193	283	34
38012	573	83	457	33
38013	640	166	419	55
38014	582	215	327	40
38015	528	205	271	52
38016	548	141	355	52
38017	685	133	507	45
38018	597	171	378	48
38019	637	199	394	44
38020	595	96	448	51
38021	529	212	258	59
38022	507	196	252	59
38023	569	212	307	50
38024	606	122	447	37
38025	535	178	322	35
38026	606	189	379	38
38027	603	160	395	48
38028	691	155	481	55
38029	604	187	371	46
38030	592	151	401	40
38031	542	221	277	44
38032	534	212	257	65
38033	547	237	262	48
38034	512	250	210	52
38035	548	249	239	60
38036	541	194	292	55
38037	548	215	298	35
38038	560	168	329	63
38039	585	199	331	55
38040	564	208	300	56
38041	499	243	208	48
39001	565	168	354	43
39002	444	189	230	25
39003	606	303	240	63
39004	547	151	353	43
39005	572	261	265	46
39006	561	291	207	63
39007	498	233	221	44
39008	597	299	257	41
39009	520	241	233	46
39010	264	147	83	34
39011	549	235	268	46
39012	730	467	208	55
39013	503	267	190	46
39014	555	242	247	66
39015	678	177	462	39
39016	541	315	179	47
39017	580	265	273	42
39018	556	273	237	46
39019	546	268	230	48
39020	713	200	466	47
39021	563	153	367	43
39022	549	332	174	43
39023	573	170	366	37
39024	715	171	485	59
39025	480	294	149	37
39026	545	156	361	28
39027	87	22	60	5
39028	674	388	225	61
39029	297	200	75	22
39030	648	432	171	45
39031	485	254	182	49
39032	523	195	292	36
39033	572	315	212	45
39034	658	372	225	61
39035	562	335	172	55
39036	137	70	56	11
39037	528	171	322	35
39038	288	109	162	17
39039	348	142	181	25
39040	594	198	357	39
39041	600	208	349	43
39042	597	131	442	24
39043	591	179	381	31
39044	466	122	314	30
39045	511	128	364	19
40001	571	287	238	46
40002	633	358	216	59
40003	753	502	195	56
40004	384	224	134	26
40005	656	409	200	47
40006	714	520	144	50
40007	598	373	179	46
40008	814	569	179	66
40009	496	305	144	47
40010	690	448	194	48
40011	615	383	173	59
40012	551	325	184	42
40013	889	662	166	61
40014	594	292	248	54
40015	623	326	233	64
40016	810	559	174	77
40017	518	291	194	33
40018	504	366	110	28
40019	753	437	241	75
40020	648	387	205	56
40021	683	462	178	43
40022	739	504	184	51
40023	715	509	155	51
40024	583	304	233	46
40025	711	505	155	51
40026	656	459	162	35
40027	781	537	171	73
40028	634	469	119	46
40029	627	325	261	41
40030	523	232	268	23
40031	683	476	162	45
40032	669	474	156	39
40033	590	418	132	40
40034	572	287	253	32
40035	433	257	147	29
40036	539	367	133	39
40037	640	450	146	44
40038	757	495	204	58
40039	260	161	80	19
41001	576	84	459	33
41002	641	71	540	30
41003	582	161	385	36
41004	594	89	476	29
41005	727	153	530	44
41006	674	127	531	16
41007	640	113	486	41
41008	605	98	465	42
41009	596	150	413	33
41010	609	108	475	26
41011	658	117	498	43
41012	646	143	463	40
41013	739	135	569	35
41014	639	173	438	28
41015	762	157	547	58
41016	580	104	438	38
41017	536	122	381	33
41018	576	98	439	39
41019	660	183	436	41
41020	449	110	312	27
41021	599	141	420	38
41022	673	139	499	35
41023	657	96	533	28
41024	588	116	441	31
41025	608	213	353	42
41026	528	105	383	40
41027	584	142	401	41
41028	662	271	338	53
41029	521	162	317	42
41030	587	143	396	48
41031	553	121	408	24
41032	507	109	361	37
41033	570	112	435	23
41034	566	113	423	30
41035	744	140	556	48
41036	604	148	422	34
41037	670	153	482	35
41038	603	132	418	53
41039	647	144	473	30
41040	702	103	569	30
41041	659	110	511	38
41042	632	106	489	37
41043	647	137	474	36
41044	629	79	514	36
41045	593	129	428	36
41046	606	105	467	34
41047	671	149	494	28
42001	581	187	362	32
42002	884	485	352	47
42003	723	409	277	37
42004	1760	836	810	114
42005	613	260	316	37
42006	647	260	339	48
42007	843	327	480	36
42008	581	275	272	34
42009	925	513	326	86
42010	993	489	423	81
42011	486	179	280	27
42012	606	227	342	37
42013	539	191	313	35
42014	1015	449	501	65
42015	1032	412	559	61
42016	743	355	328	60
42017	1201	471	658	72
42018	944	483	397	64
42019	895	302	547	46
42020	952	407	483	62
42021	872	497	336	39
42022	427	169	239	19
42023	816	292	486	38
42024	687	247	407	33
42025	851	351	449	51
42026	1222	537	613	72
42027	497	228	234	35
42028	705	329	326	50
42029	863	315	489	59
42030	541	162	356	23
42031	888	349	478	61
42032	889	391	449	49
42033	777	433	293	51
42034	581	192	365	24
42035	904	437	395	72
42036	1287	618	573	96
42037	575	221	325	29
42038	727	285	395	47
42039	1335	638	620	77
42040	1067	541	437	89
42041	730	372	302	56
42042	1271	698	497	76
43001	379	190	176	13
43002	752	355	367	30
43003	663	266	353	44
43004	875	401	420	54
43005	660	296	334	30
43006	535	296	212	27
43007	451	226	209	16
43008	507	239	239	29
43009	696	309	347	40
43010	855	384	427	44
43011	664	295	346	23
43012	428	225	172	31
43013	659	377	236	46
43014	692	283	378	31
43015	702	323	341	38
43016	994	537	408	49
43017	548	236	283	29
43018	799	345	407	47
43019	700	351	319	30
43020	840	441	344	55
43021	802	417	338	47
43022	498	290	179	29
43023	500	243	231	26
43024	533	247	251	35
43025	555	227	285	43
43026	416	206	190	20
43027	625	302	288	35
43028	866	398	417	51
43029	974	518	409	47
43030	710	352	317	41
43031	652	338	279	35
43032	717	388	292	37
43033	689	238	417	34
43034	432	234	172	26
43035	722	278	416	28
43036	461	256	180	25
43037	779	485	234	60
43038	536	185	334	17
43039	563	266	272	25
43040	510	313	171	26
43041	827	380	405	42
43042	664	367	239	58
43043	729	271	420	38
43044	684	345	307	32
43045	407	189	191	27
43046	447	247	180	20
44001	1062	655	325	82
44002	756	378	323	55
44003	386	191	181	14
44004	571	304	221	46
44005	704	471	188	45
44006	945	605	276	64
44007	475	201	243	31
44008	987	659	262	66
44009	749	384	314	51
44010	796	444	306	46
44011	838	440	328	70
44012	745	439	264	42
44013	639	302	301	36
44014	696	399	253	44
44015	672	426	211	35
44016	853	442	343	68
44017	936	594	278	64
44018	834	480	300	54
44019	858	532	284	42
44020	882	571	266	45
44021	854	566	232	56
44022	676	377	246	53
44023	686	456	180	50
44024	514	281	209	24
44025	753	400	307	46
44026	894	595	237	62
44027	859	469	335	55
44028	753	483	213	57
44029	861	513	292	56
44030	898	484	354	60
44031	664	385	225	54
44032	850	467	324	59
44033	764	562	147	55
44034	738	466	219	53
44035	809	432	323	54
44036	819	481	279	59
44037	801	503	270	28
44038	927	480	377	70
44039	797	439	321	37
44040	743	375	309	59
44041	947	623	247	77
45001	477	277	154	46
45002	573	388	147	38
45003	512	293	164	55
45004	680	341	285	54
45005	610	275	283	52
45006	774	410	306	58
45007	818	382	363	73
45008	585	282	248	55
45009	579	296	233	50
45010	583	254	274	55
45011	441	213	185	43
45012	549	274	218	57
45013	486	229	207	50
45014	817	421	316	80
45015	671	331	273	67
45016	469	220	201	48
45017	642	282	301	59
45018	649	256	343	50
45019	344	157	153	34
45020	423	185	200	38
45021	526	180	304	42
45022	564	205	320	39
45023	557	166	358	33
45024	472	122	308	42
45025	383	108	243	32
45026	339	95	229	15
45027	580	180	372	28
45028	494	182	262	50
45029	385	109	242	34
45030	533	248	229	56
45031	474	229	204	41
45032	537	216	263	58
45033	405	187	166	52
45034	587	260	280	47
45035	624	240	340	44
45036	610	237	342	31
45037	566	216	301	49
45038	579	238	286	55
45039	570	191	319	60
45040	533	135	348	50
45041	536	153	335	48
45042	534	150	349	35
45043	604	167	395	42
45044	553	143	363	47
45045	403	93	288	22
45046	462	114	310	38
45047	425	101	306	18
45048	489	104	359	26
46001	491	331	118	42
46002	640	457	132	51
46003	781	478	251	52
46004	620	446	119	55
46005	888	568	254	66
46006	604	437	116	51
46007	670	367	249	54
46008	474	370	76	28
46009	729	496	160	73
46010	1172	765	326	81
46011	689	439	194	56
46012	733	540	134	59
46013	697	422	202	73
46014	755	602	113	40
46015	712	420	224	68
46016	727	512	152	63
46017	713	426	223	64
46018	786	447	270	69
46019	455	229	179	47
46020	568	429	102	37
46021	518	359	113	46
46022	477	369	72	36
46023	606	455	111	40
46024	832	540	229	63
46025	642	486	111	45
46026	945	664	189	92
46027	876	599	198	79
46028	623	343	231	49
46029	554	337	177	40
46030	724	518	152	54
46031	698	472	158	68
46032	664	484	128	52
46033	718	442	234	42
46034	852	580	188	84
46035	751	540	164	47
46036	645	343	246	56
46037	552	412	104	36
46038	807	589	162	56
46039	655	384	215	56
46040	549	360	141	48
47001	485	273	176	36
47002	692	331	302	59
47003	649	316	285	48
47004	820	450	309	61
47005	724	490	179	55
47006	836	500	275	61
47007	655	381	223	51
47008	685	363	273	49
47009	681	381	258	42
47010	816	587	172	57
47011	729	396	276	57
47012	740	454	231	55
47013	663	441	162	60
47014	641	342	256	43
47015	806	653	105	48
47016	674	373	247	54
47017	697	344	287	66
47018	671	369	242	60
47019	1069	810	196	63
47020	699	432	213	54
47021	651	411	197	43
47022	731	440	245	46
47023	773	578	132	63
47024	754	440	265	49
47025	854	558	249	47
47026	915	669	193	53
47027	608	358	204	46
47028	634	394	192	48
47029	803	485	258	60
47030	842	582	195	65
47031	714	476	180	58
47032	818	614	157	47
47033	721	393	270	58
47034	704	445	220	39
47035	692	377	275	40
47036	776	545	174	57
47037	660	431	177	52
47038	694	460	185	49
47039	687	441	188	58
47040	640	396	203	41
47041	757	480	217	60
47042	657	448	162	47
47043	647	311	281	55
47044	656	347	258	51
47045	617	428	156	33
47046	736	380	298	58
47047	847	452	339	56
47048	51	34	17	0
48001	633	490	100	43
48002	292	166	107	19
48003	737	532	150	55
48004	618	464	110	44
48005	355	214	114	27
48006	780	570	157	53
48007	675	502	131	42
48008	338	175	128	35
48009	458	234	183	41
48010	875	656	172	47
48011	519	371	121	27
48012	798	597	158	43
48013	812	494	257	61
48014	310	179	114	17
48015	416	276	108	32
48016	708	521	122	65
48017	558	396	110	52
48018	452	288	123	41
48019	442	311	100	31
48020	667	491	128	48
48021	856	616	174	66
48022	495	258	196	41
48023	600	361	192	47
48024	784	404	302	78
48025	521	369	120	32
48026	313	191	97	25
48027	629	467	113	49
48028	751	460	230	61
48029	281	184	78	19
48030	535	408	106	21
48031	906	661	164	81
48032	696	514	129	53
48033	344	197	122	25
48034	560	391	134	35
48035	412	267	109	36
48036	358	208	123	27
48037	683	496	137	50
48038	644	426	186	32
48039	503	304	160	39
48040	559	405	114	40
48041	836	662	105	69
48042	693	533	108	52
48043	749	524	168	57
48044	780	585	150	45
48045	465	348	71	46
48046	418	288	109	21
49001	423	360	32	31
49002	394	290	72	32
49003	794	603	132	59
49004	833	647	108	78
49005	597	448	91	58
49006	569	426	100	43
49007	531	366	134	31
49008	584	408	131	45
49009	667	483	130	54
49010	721	540	129	52
49011	819	658	113	48
49012	783	614	114	55
49013	740	545	150	45
49014	515	376	101	38
49015	485	368	80	37
49016	601	419	120	62
49017	520	372	128	20
49018	804	633	117	54
49019	619	494	81	44
49020	976	787	131	58
49021	407	300	80	27
49022	680	493	131	56
49023	831	653	115	63
49024	542	447	56	39
49025	823	616	142	65
49026	759	575	133	51
49027	744	572	101	71
49028	902	688	117	97
49029	768	587	122	59
49030	693	502	139	52
49031	485	343	100	42
49032	621	493	81	47
49033	517	403	82	32
50001	530	184	322	24
50002	343	138	186	19
50003	487	169	293	25
50004	592	311	236	45
50005	391	118	254	19
50006	555	333	194	28
50007	597	347	205	45
50008	517	358	117	42
50009	432	235	178	19
50010	603	242	326	35
50011	374	68	295	11
50012	250	111	125	14
50013	632	438	144	50
50014	186	66	103	17
50015	601	366	208	27
50016	176	58	108	10
50017	588	317	242	29
50018	93	20	71	2
50019	419	297	100	22
50020	546	306	187	53
50021	479	276	180	23
50022	496	216	252	28
50023	405	191	190	24
50024	427	89	318	20
50025	547	171	357	19
50026	573	332	210	31
50027	192	78	103	11
50028	555	388	129	38
50029	545	373	131	41
50030	416	281	114	21
50031	697	499	154	44
50032	603	443	113	47
50033	417	107	284	26
50034	705	329	331	45
50035	659	456	157	46
50036	527	321	172	34
50037	538	333	148	57
50038	212	71	127	14
50039	370	157	194	19
50040	525	113	397	15
Barrington 1	828	239	559	30
Barrington 2	748	299	408	41
Barrington 3	976	200	748	28
Barrington 4	1,263	369	855	39
Barrington 5	931	198	700	33
Barrington 6	1,018	373	596	49
Barrington 7	293	68	215	10
Barrington 8	1,377	439	891	47
Barrington 9	594	199	372	23
Barrington 10	1,121	363	694	64
Barrington 11	733	198	510	25
Berwyn Ward 1 Precinct 1	514	244	221	49
Berwyn Ward 1 Precinct 2	575	266	251	58
Berwyn Ward 1 Precinct 3	872	429	345	98
Berwyn Ward 1 Precinct 4	502	240	205	57
Berwyn Ward 1 Precinct 5	490	199	228	63
Berwyn Ward 2 Precinct 1	374	179	144	51
Berwyn Ward 2 Precinct 2	576	273	244	59
Berwyn Ward 2 Precinct 3	800	369	346	85
Berwyn Ward 2 Precinct 4	1,001	495	389	117
Berwyn Ward 3 Precinct 1	580	301	212	67
Berwyn Ward 3 Precinct 2	437	194	198	45
Berwyn Ward 3 Precinct 3	494	230	209	55
Berwyn Ward 3 Precinct 4	631	318	247	66
Berwyn Ward 3 Precinct 5	771	368	300	103
Berwyn Ward 4 Precinct 1	443	222	178	43
Berwyn Ward 4 Precinct 2	653	352	211	90
Berwyn Ward 4 Precinct 3	801	434	271	96
Berwyn Ward 4 Precinct 4	407	206	153	48
Berwyn Ward 5 Precinct 1	964	607	282	75
Berwyn Ward 5 Precinct 2	584	368	154	62
Berwyn Ward 5 Precinct 3	518	280	179	59
Berwyn Ward 6 Precinct 1	327	193	103	31
Berwyn Ward 6 Precinct 2	460	273	140	47
Berwyn Ward 6 Precinct 3	627	399	171	57
Berwyn Ward 6 Precinct 4	719	446	200	73
Berwyn Ward 7 Precinct 1	552	336	163	53
Berwyn Ward 7 Precinct 2	551	323	184	44
Berwyn Ward 7 Precinct 3	724	396	261	67
Berwyn Ward 7 Precinct 4	774	473	221	80
Berwyn Ward 8 Precinct 1	1,025	566	346	113
Berwyn Ward 8 Precinct 2	646	379	205	62
Berwyn Ward 8 Precinct 3	352	215	104	33
Bloom 1	805	470	289	46
Bloom 2	769	412	299	58
Bloom 3	522	330	155	37
Bloom 4	544	424	81	39
Bloom 5	486	250	206	30
Bloom 6	220	194	16	10
Bloom 7	727	397	280	50
Bloom 8	732	269	392	71
Bloom 9	669	282	344	43
Bloom 10	202	184	11	7
Bloom 11	491	182	270	39
Bloom 12	641	473	140	28
Bloom 13	993	715	211	67
Bloom 14	976	597	323	56
Bloom 15	592	324	221	47
Bloom 16	643	437	172	34
Bloom 17	530	434	64	32
Bloom 18	575	310	235	30
Bloom 19	633	413	173	47
Bloom 20	608	259	300	49
Bloom 21	139	129	6	4
Bloom 22	540	363	146	31
Bloom 23	610	492	74	44
Bloom 24	1,170	778	302	90
Bloom 25	455	308	104	43
Bloom 26	488	300	154	34
Bloom 27	641	449	149	43
Bloom 28	666	395	222	49
Bloom 29	247	228	13	6
Bloom 30	786	535	206	45
Bloom 31	632	288	301	43
Bloom 32	482	378	68	36
Bloom 33	531	413	89	29
Bloom 34	381	290	71	20
Bloom 35	326	219	76	31
Bloom 36	824	713	82	29
Bloom 37	361	313	31	17
Bloom 38	1,461	1,231	182	48
Bloom 39	475	352	94	29
Bloom 40	428	283	116	29
Bloom 41	786	663	94	29
Bloom 42	580	450	101	29
Bloom 43	583	516	55	12
Bloom 44	755	406	306	43
Bloom 45	884	689	150	45
Bloom 46	483	330	114	39
Bloom 47	883	445	375	63
Bloom 48	514	369	117	28
Bloom 49	614	560	38	16
Bloom 50	612	424	153	35
Bloom 51	322	265	35	22
Bloom 52	455	416	22	17
Bloom 53	333	196	116	21
Bloom 54	657	386	228	43
Bloom 55	538	431	73	34
Bloom 56	585	263	281	41
Bloom 57	620	352	228	40
Bloom 58	448	352	71	25
Bloom 59	490	320	129	41
Bloom 60	539	470	40	29
Bloom 61	615	270	290	55
Bremen 1	550	477	42	31
Bremen 2	736	190	483	63
Bremen 3	643	189	395	59
Bremen 4	661	255	348	58
Bremen 5	505	186	263	56
Bremen 6	510	230	223	57
Bremen 7	384	308	56	20
Bremen 8	471	404	40	27
Bremen 9	542	147	341	54
Bremen 10	843	186	575	82
Bremen 11	775	235	482	58
Bremen 12	502	422	50	30
Bremen 13	709	277	375	57
Bremen 14	488	280	177	31
Bremen 15	485	277	169	39
Bremen 16	684	135	491	58
Bremen 17	476	411	37	28
Bremen 18	935	281	570	84
Bremen 19	215	189	16	10
Bremen 20	483	110	323	50
Bremen 21	719	479	182	58
Bremen 22	579	158	365	56
Bremen 23	172	157	11	4
Bremen 24	551	99	405	47
Bremen 25	800	251	467	82
Bremen 26	563	429	112	22
Bremen 27	718	285	367	66
Bremen 28	512	184	280	48
Bremen 29	863	778	55	30
Bremen 30	666	138	470	58
Bremen 31	568	489	58	21
Bremen 32	504	450	38	16
Bremen 33	630	139	431	60
Bremen 34	890	174	629	87
Bremen 35	394	357	16	21
Bremen 36	491	101	347	43
Bremen 37	287	237	31	19
Bremen 38	462	424	21	17
Bremen 39	262	229	21	12
Bremen 40	922	765	107	50
Bremen 41	422	115	259	48
Bremen 42	913	218	595	100
Bremen 43	491	293	171	27
Bremen 44	475	419	38	18
Bremen 45	310	265	30	15
Bremen 46	642	152	446	44
Bremen 47	514	449	35	30
Bremen 48	459	403	40	16
Bremen 49	469	417	30	22
Bremen 50	719	144	525	50
Bremen 51	706	615	62	29
Bremen 52	558	181	325	52
Bremen 53	448	144	273	31
Bremen 54	581	111	422	48
Bremen 55	541	333	166	42
Bremen 56	627	541	62	24
Bremen 57	716	130	525	61
Bremen 58	783	161	560	62
Bremen 59	627	197	375	55
Bremen 60	572	170	368	34
Bremen 61	632	176	398	58
Bremen 62	731	282	391	58
Bremen 63	769	670	65	34
Bremen 64	814	237	505	72
Bremen 65	237	221	6	10
Bremen 66	441	417	11	13
Bremen 67	906	194	622	90
Bremen 68	436	73	334	29
Bremen 69	679	317	317	45
Bremen 70	401	362	33	6
Bremen 71	422	366	36	20
Bremen 72	461	116	299	46
Bremen 73	669	249	362	58
Bremen 74	789	318	398	73
Bremen 75	747	535	187	25
Bremen 76	541	131	375	35
Bremen 77	989	316	590	83
Bremen 78	536	475	37	24
Bremen 79	688	130	511	47
Bremen 80	549	499	32	18
Calumet 1	623	439	135	49
Calumet 2	551	343	166	42
Calumet 3	621	543	56	22
Calumet 4	507	452	32	23
Calumet 5	515	453	35	27
Calumet 6	888	684	134	70
Calumet 7	653	457	146	50
Calumet 8	388	295	70	23
Calumet 9	442	406	26	10
Calumet 10	646	588	38	20
Calumet 11	819	751	38	30
Calumet 12	440	394	28	18
Cicero 1	794	494	226	74
Cicero 2	356	235	83	38
Cicero 3	467	269	160	38
Cicero 4	555	374	139	42
Cicero 5	754	376	322	56
Cicero 6	638	346	236	56
Cicero 7	388	272	85	31
Cicero 8	327	193	109	25
Cicero 9	637	419	174	44
Cicero 10	674	405	203	66
Cicero 11	662	346	262	54
Cicero 12	477	241	180	56
Cicero 13	583	241	291	51
Cicero 14	560	315	195	50
Cicero 15	652	384	200	68
Cicero 16	484	308	144	32
Cicero 17	738	484	197	57
Cicero 18	430	265	128	37
Cicero 19	826	471	272	83
Cicero 20	434	245	147	42
Cicero 21	602	344	201	57
Cicero 22	499	295	161	43
Cicero 23	809	458	280	71
Cicero 24	740	494	178	68
Cicero 25	571	343	178	50
Cicero 26	469	251	170	48
Cicero 27	709	430	196	83
Cicero 28	648	409	176	63
Cicero 29	598	385	152	61
Cicero 30	498	334	106	58
Cicero 31	447	282	118	47
Cicero 32	490	281	170	39
Elk Grove 1	645	226	375	44
Elk Grove 2	632	287	273	72
Elk Grove 3	828	253	494	81
Elk Grove 4	786	265	459	62
Elk Grove 5	975	312	587	76
Elk Grove 6	526	181	311	34
Elk Grove 7	836	272	512	52
Elk Grove 8	650	164	446	40
Elk Grove 9	696	187	440	69
Elk Grove 10	1,033	287	672	74
Elk Grove 11	822	223	543	56
Elk Grove 12	486	113	343	30
Elk Grove 13	694	281	346	67
Elk Grove 14	878	268	545	65
Elk Grove 15	630	190	381	59
Elk Grove 16	791	190	545	56
Elk Grove 17	699	253	367	79
Elk Grove 18	990	336	560	94
Elk Grove 19	939	239	647	53
Elk Grove 20	774	226	479	69
Elk Grove 21	667	269	337	61
Elk Grove 22	791	355	377	59
Elk Grove 23	1,111	348	689	74
Elk Grove 24	680	226	416	38
Elk Grove 25	642	168	442	32
Elk Grove 26	617	174	414	29
Elk Grove 27	914	217	646	51
Elk Grove 28	775	356	351	68
Elk Grove 29	673	186	437	50
Elk Grove 30	682	188	445	49
Elk Grove 31	467	191	245	31
Elk Grove 32	546	250	254	42
Elk Grove 33	468	114	309	45
Elk Grove 34	1,242	400	751	91
Elk Grove 35	695	283	353	59
Elk Grove 36	539	320	174	45
Elk Grove 37	900	238	596	66
Elk Grove 38	515	315	156	44
Elk Grove 39	1,029	444	523	62
Elk Grove 40	732	277	394	61
Elk Grove 41	547	150	371	26
Elk Grove 42	614	321	254	39
Elk Grove 43	685	208	426	51
Elk Grove 44	627	189	409	29
Elk Grove 45	628	149	435	44
Elk Grove 46	554	114	413	27
Elk Grove 47	890	227	582	81
Elk Grove 48	448	97	329	22
Elk Grove 49	902	339	487	76
Elk Grove 50	435	175	236	24
Elk Grove 51	998	249	671	78
Elk Grove 52	327	161	132	34
Evanston Ward 1 Precinct 1	201	171	22	8
Evanston Ward 1 Precinct 2	858	598	221	39
Evanston Ward 1 Precinct 3	742	517	199	26
Evanston Ward 1 Precinct 4	1,022	652	329	41
Evanston Ward 2 Precinct 1	1,489	1,074	342	73
Evanston Ward 2 Precinct 2	571	458	82	31
Evanston Ward 2 Precinct 3	760	664	60	36
Evanston Ward 2 Precinct 4	1,008	844	103	61
Evanston Ward 2 Precinct 5	685	552	90	43
Evanston Ward 3 Precinct 1	856	583	232	41
Evanston Ward 3 Precinct 2	968	690	227	51
Evanston Ward 3 Precinct 3	820	596	166	58
Evanston Ward 3 Precinct 4	423	289	109	25
Evanston Ward 3 Precinct 5	919	640	211	68
