Precinct	total_votes	votes|Kim Foxx	votes|Bill Conway	votes|Donna More	votes|Bob Fioretti
26033	279	171	53	47	8
26034	197	120	37	32	8
26035	188	105	53	18	12
26036	199	121	37	28	13
26037	224	128	61	32	3
26038	85	38	33	12	2
26039	237	124	67	33	13
26040	158	89	47	18	4
26041	217	120	57	29	11
26042	161	109	29	15	8
26043	118	46	40	28	4
26044	71	31	27	11	2
26045	89	52	24	9	4
26046	152	67	35	33	17
26047	116	53	35	19	9
26048	208	123	38	38	9
26049	98	47	33	16	2
27001	343	163	116	49	15
27002	223	113	64	22	24
27003	145	118	14	9	4
27004	132	100	16	8	8
27005	193	134	31	17	11
27006	256	150	69	26	11
27007	351	175	88	63	25
27008	177	144	18	11	4
27009	128	58	47	23	0
27010	279	216	28	14	21
27011	195	73	79	35	8
27012	164	68	48	40	8
27013	374	289	57	23	5
27014	97	70	11	6	10
27015	136	113	18	3	2
27016	211	96	63	34	18
27017	248	190	22	14	22
27018	177	127	29	12	9
27019	119	92	14	8	5
27020	154	128	17	7	2
27021	221	100	83	28	10
27022	130	112	13	3	2
27023	192	157	17	12	6
27024	138	98	22	11	7
27025	249	169	30	18	32
27026	189	157	15	9	8
27027	282	203	40	23	16
27028	194	128	34	24	8
27029	141	95	30	12	4
27030	129	105	8	6	10
27031	202	170	14	11	7
27032	244	183	30	14	17
27033	268	159	71	26	12
27034	169	145	18	4	2
27035	275	129	77	55	14
27036	195	155	14	15	11
27037	250	155	62	25	8
27038	328	202	71	30	25
27039	201	168	21	4	8
27040	288	165	68	41	14
27041	230	185	23	8	14
27042	172	99	43	18	12
27043	170	119	19	14	18
27044	168	144	14	8	2
27045	443	199	132	89	23
27046	187	62	87	32	6
27047	190	148	25	10	7
27048	398	271	81	36	10
27049	193	167	7	10	9
27050	240	194	16	14	16
28001	123	105	10	4	4
28002	191	149	21	16	5
28003	157	131	15	9	2
28004	156	73	49	26	8
28005	159	110	19	14	16
28006	104	52	16	5	31
28007	182	155	17	7	3
28008	178	65	62	32	19
28009	186	162	13	7	4
28010	240	127	60	23	30
28011	435	253	91	63	28
28012	176	160	9	4	3
28013	249	202	25	12	10
28014	178	143	26	4	5
28015	51	40	4	2	5
28016	106	87	14	2	3
28017	157	148	2	5	2
28018	179	136	22	7	14
28019	171	65	59	31	16
28020	170	152	7	6	5
28021	166	142	14	7	3
28022	225	190	17	12	6
28023	235	203	17	10	5
28024	160	130	16	10	4
28025	290	243	21	15	11
28026	183	151	17	6	9
28027	206	103	51	33	19
28028	274	108	103	42	21
28029	92	76	5	9	2
28030	37	29	3	1	4
28031	263	204	36	11	12
28032	183	145	18	11	9
28033	214	179	16	13	6
28034	302	235	40	19	8
28035	196	159	18	11	8
28036	114	108	4	2	0
28037	229	205	13	5	6
28038	66	51	5	7	3
28039	128	116	11	1	0
28040	247	211	18	16	2
28041	133	119	7	3	4
28042	174	148	20	4	2
28043	222	195	18	6	3
28044	147	125	12	6	4
28045	201	97	55	30	19
28046	377	167	106	50	54
29001	331	181	94	40	16
29002	318	276	30	10	2
29003	270	226	27	15	2
29004	309	252	40	12	5
29005	175	148	15	4	8
29006	177	153	13	7	4
29007	259	195	42	16	6
29008	192	153	28	7	4
29009	284	134	95	36	19
29010	354	194	101	44	15
29011	125	103	13	8	1
29012	313	271	25	15	2
29013	258	223	12	16	7
29014	241	213	13	10	5
29015	289	239	33	7	10
29016	221	195	13	9	4
29017	236	198	26	7	5
29018	226	177	34	12	3
29019	259	228	18	9	4
29020	250	223	17	5	5
29021	281	250	23	7	1
29022	222	160	35	15	12
29023	260	98	120	22	20
29024	222	184	21	14	3
29025	307	276	19	9	3
29026	217	181	22	10	4
29027	233	211	10	11	1
29028	316	283	16	11	6
29029	207	65	100	23	19
29030	254	161	57	29	7
29031	155	36	81	24	14
29032	180	36	90	39	15
29033	189	157	16	10	6
29034	193	136	31	17	9
29035	169	144	13	5	7
29036	230	184	29	11	6
29037	253	210	29	8	6
29038	230	80	95	37	18
29039	168	71	65	19	13
29040	304	252	28	11	13
29041	212	182	17	10	3
29042	277	240	24	9	4
29043	348	212	102	28	6
29044	297	256	30	7	4
30001	259	79	90	61	29
30002	212	54	118	25	15
30003	215	116	49	40	10
30004	215	73	107	19	16
30005	169	57	72	25	15
30006	224	74	96	38	16
30007	259	109	95	41	14
30008	315	152	95	55	13
30009	189	58	85	30	16
30010	242	65	133	33	11
30011	197	70	77	37	13
30012	188	64	86	30	8
30013	203	64	100	29	10
30014	161	48	80	23	10
30015	295	136	94	49	16
30016	109	40	44	20	5
30017	197	59	93	38	7
30018	317	157	93	48	19
30019	219	72	97	36	14
30020	260	99	106	42	13
30021	164	41	77	26	20
30022	348	165	113	60	10
30023	263	123	93	35	12
30024	361	194	104	47	16
30025	346	191	82	47	26
30026	132	37	58	24	13
30027	164	57	67	23	17
30028	276	117	82	56	21
30029	125	32	56	28	9
30030	98	20	48	24	6
30031	142	43	70	16	13
30032	225	95	72	39	19
31001	120	41	50	22	7
31002	106	34	49	12	11
31003	142	50	65	15	12
31004	188	128	34	21	5
31005	162	63	59	22	18
31006	86	29	35	13	9
31007	286	163	57	46	20
31008	121	40	53	20	8
31009	144	55	65	17	7
31010	185	74	70	31	10
31011	119	36	53	15	15
31012	130	48	64	11	7
31013	168	73	55	29	11
31014	129	51	56	13	9
31015	143	45	64	20	14
31016	250	155	59	25	11
31017	116	38	52	15	11
31018	129	53	60	11	5
31019	149	44	67	31	7
31020	115	41	52	15	7
31021	117	43	53	14	7
31022	115	52	35	21	7
31023	153	65	62	19	7
31024	164	57	61	37	9
31025	149	56	54	26	13
31026	163	65	61	28	9
31027	144	49	64	25	6
31028	98	42	37	13	6
31029	105	38	39	17	11
31030	105	48	41	15	1
31031	108	38	51	16	3
31032	102	43	40	13	6
31033	132	36	65	23	8
31034	164	62	63	27	12
31035	173	52	73	41	7
31036	145	51	72	13	9
31037	151	52	67	19	13
31038	107	41	48	14	4
31039	188	115	34	30	9
31040	179	108	48	16	7
31041	116	59	41	9	7
32001	349	149	127	56	17
32002	317	143	94	64	16
32003	376	209	87	64	16
32004	291	120	101	60	10
32005	320	142	116	51	11
32006	348	158	113	62	15
32007	314	129	107	63	15
32008	336	136	112	70	18
32009	302	119	109	47	27
32010	303	125	104	56	18
32011	300	195	46	51	8
32012	263	162	52	31	18
32013	289	105	104	68	12
32014	336	193	73	52	18
32015	282	142	64	62	14
32016	316	142	87	62	25
32017	377	220	83	54	20
32018	271	89	112	57	13
32019	270	98	100	60	12
32020	348	221	58	47	22
32021	363	165	125	59	14
32022	361	233	60	56	12
32023	322	105	127	69	21
32024	197	67	84	37	9
32025	285	120	104	44	17
32026	386	218	90	62	16
32027	259	95	96	58	10
32028	349	225	56	52	16
32029	333	165	93	56	19
32030	245	76	116	38	15
32031	299	127	105	50	17
32032	344	162	114	51	17
32033	304	132	110	52	10
32034	305	150	89	55	11
32035	262	108	95	48	11
32036	300	141	87	57	15
32037	312	134	105	56	17
32038	276	116	95	46	19
32039	303	79	134	70	20
32040	317	107	121	68	21
32041	313	126	106	62	19
32042	268	111	94	44	19
32043	333	207	61	47	18
33001	377	220	83	57	17
33002	433	219	112	71	31
33003	499	270	130	81	18
33004	469	249	124	73	23
33005	294	137	83	54	20
33006	287	132	103	34	18
33007	355	210	84	47	14
33008	538	243	128	128	39
33009	362	161	112	68	21
33010	287	98	110	61	18
33011	338	152	113	51	22
33012	312	133	113	52	14
33013	320	159	90	46	25
33014	147	80	41	21	5
33015	324	161	97	44	22
33016	435	170	142	89	34
33017	318	164	83	54	17
33018	422	218	108	83	13
33019	389	170	114	79	26
33020	433	242	97	79	15
33021	364	149	126	70	19
33022	325	119	124	51	31
33023	388	195	114	60	19
33024	502	246	119	110	27
33025	442	182	162	80	18
33026	260	160	56	33	11
33027	387	212	91	62	22
33028	335	201	70	49	15
34001	282	245	19	12	6
34002	242	215	14	8	5
34003	251	224	13	9	5
34004	173	147	13	10	3
34005	229	194	20	12	3
34006	293	252	20	14	7
34007	308	274	22	11	1
34008	192	165	16	7	4
34009	148	123	13	8	4
34010	260	219	19	14	8
34011	184	165	11	5	3
34012	284	240	24	12	8
34013	258	215	20	15	8
34014	202	176	12	9	5
34015	199	170	22	4	3
34016	196	173	14	5	4
34017	328	287	24	14	3
34018	171	151	13	4	3
34019	259	218	29	8	4
34020	326	282	27	11	6
34021	321	286	15	12	8
34022	239	202	23	10	4
34023	208	178	19	9	2
34024	223	193	15	10	5
34025	392	345	32	12	3
34026	275	226	25	9	15
34027	198	171	15	9	3
34028	130	115	8	5	2
34029	214	188	14	9	3
34030	256	228	17	9	2
34031	187	160	18	7	2
34032	225	198	14	9	4
34033	168	141	15	3	9
34034	311	284	15	10	2
34035	282	245	15	9	13
34036	238	206	12	12	8
34037	127	104	15	8	0
34038	101	79	13	6	3
34039	151	127	13	6	5
34040	267	228	19	12	8
34041	149	129	14	4	2
34042	264	239	13	9	3
34043	245	217	15	10	3
34044	269	243	17	8	1
34045	215	182	19	9	5
34046	184	159	16	6	3
34047	251	217	15	10	9
34048	293	257	22	12	2
34049	243	211	22	5	5
34050	191	164	19	5	3
34051	298	250	28	15	5
34052	218	190	13	12	3
34053	136	120	11	3	2
35001	302	162	77	49	14
35002	353	223	66	51	13
35003	247	135	60	40	12
35004	284	125	97	45	17
35005	238	151	53	24	10
35006	284	171	62	43	8
35007	330	231	47	41	11
35008	285	163	65	42	15
35009	240	114	78	31	17
35010	424	283	71	57	13
35011	324	180	86	47	11
35012	169	70	55	33	11
35013	166	76	61	16	13
35014	220	81	79	39	21
35015	334	211	70	40	13
35016	150	64	70	13	3
35017	286	185	55	32	14
35018	197	78	81	30	8
35019	165	58	73	23	11
35020	256	122	84	37	13
35021	281	135	87	46	13
35022	340	200	84	43	13
35023	285	133	87	47	18
35024	253	119	80	38	16
35025	251	172	35	37	7
35026	250	110	83	42	15
35027	259	119	82	38	20
35028	295	157	86	37	15
35029	223	122	59	35	7
35030	230	109	71	38	12
35031	252	125	70	38	19
36001	193	57	100	25	11
36002	227	83	91	31	22
36003	183	70	67	29	17
36004	172	64	72	29	7
36005	134	68	46	14	6
36006	163	58	75	27	3
36007	278	59	140	54	25
36008	160	64	63	27	6
36009	184	68	71	32	13
36010	236	69	101	50	16
36011	129	42	62	17	8
36012	118	60	46	8	4
36013	139	42	64	20	13
36014	203	66	91	28	18
36015	232	50	126	35	21
36016	192	53	93	32	14
36017	254	65	135	38	16
36018	219	63	96	33	27
36019	274	94	123	37	20
36020	204	54	95	32	23
36021	173	53	76	36	8
36022	146	67	54	16	9
36023	144	37	69	33	5
36024	229	54	120	38	17
36025	204	72	83	39	10
36026	165	39	87	23	16
36027	195	53	89	35	18
36028	193	60	88	30	15
36029	249	54	140	35	20
36030	201	51	95	37	18
37001	186	140	28	18	0
37002	146	100	24	19	3
37003	133	108	14	9	2
37004	153	119	21	10	3
37005	247	207	21	13	6
37006	224	196	13	8	7
37007	142	99	26	13	4
37008	123	81	23	12	7
37009	203	169	23	8	3
37010	248	171	50	17	10
37011	123	105	9	6	3
37012	162	102	43	13	4
37013	157	128	16	9	4
37014	214	193	8	7	6
37015	231	184	23	17	7
37016	232	198	23	6	5
37017	158	134	16	6	2
37018	208	166	29	7	6
37019	152	122	18	7	5
37020	162	134	19	6	3
37021	167	119	24	19	5
37022	182	119	43	15	5
37023	219	177	20	16	6
37024	209	167	33	9	0
37025	202	174	18	7	3
37026	263	201	41	12	9
37027	204	177	18	2	7
37028	188	148	19	16	5
37029	186	156	19	9	2
37030	200	172	17	9	2
37031	220	184	20	12	4
37032	182	154	14	8	6
37033	252	209	30	7	6
37034	206	175	20	9	2
37035	251	215	17	13	6
37036	186	153	16	15	2
37037	236	192	23	18	3
37038	257	232	16	6	3
37039	189	158	15	10	6
37040	241	216	17	7	1
37041	210	176	19	13	2
38001	200	82	72	34	12
38002	216	15	161	26	14
38003	180	31	98	31	20
38004	222	52	120	30	20
38005	192	50	101	22	19
38006	168	31	91	24	22
38007	181	25	116	23	17
38008	197	47	104	23	23
38009	213	39	113	31	30
38010	179	47	71	35	26
38011	183	54	76	36	17
38012	210	20	141	25	24
38013	243	53	148	29	13
38014	224	62	109	30	23
38015	202	51	93	43	15
38016	212	31	136	34	11
38017	241	33	153	29	26
38018	238	50	115	44	29
38019	251	59	134	36	22
38020	203	32	125	33	13
38021	195	53	101	26	15
38022	225	52	116	31	26
38023	249	53	123	46	27
38024	236	33	148	37	18
38025	199	42	106	35	16
38026	193	48	100	27	18
38027	213	38	126	18	31
38028	245	35	136	47	27
38029	215	46	114	28	27
38030	194	35	114	25	20
38031	281	80	134	42	25
38032	217	51	98	42	26
38033	193	58	96	27	12
38034	221	81	90	34	16
38035	250	80	107	37	26
38036	203	62	95	24	22
38037	229	59	128	24	18
38038	193	44	86	43	20
38039	290	83	143	48	16
38040	246	63	119	38	26
38041	271	98	104	51	18
39001	256	56	128	51	21
39002	190	63	75	36	16
39003	335	121	116	70	28
39004	253	48	151	36	18
39005	263	101	93	48	21
39006	244	94	94	42	14
39007	232	77	95	45	15
39008	246	87	102	39	18
39009	201	60	96	25	20
39010	146	70	49	14	13
39011	218	76	104	29	9
39012	312	163	77	53	19
39013	201	79	66	42	14
39014	255	88	109	40	18
39015	269	42	167	44	16
39016	170	71	65	25	9
39017	275	108	102	46	19
39018	265	122	75	53	15
39019	269	102	99	44	24
39020	309	68	163	46	32
39021	226	52	127	31	16
39022	173	88	44	31	10
39023	293	60	173	42	18
39024	307	83	158	43	23
39025	183	82	55	31	15
39026	228	65	119	36	8
39027	57	12	32	10	3
39028	380	177	123	63	17
39029	161	92	34	23	12
39030	286	168	64	41	13
39031	228	85	97	35	11
39032	197	59	85	37	16
39033	258	123	86	34	15
39034	275	135	77	45	18
39035	262	143	60	47	12
39036	64	21	23	9	11
39037	266	66	119	69	12
39038	172	43	75	42	12
39039	197	53	91	37	16
39040	250	55	134	39	22
39041	300	89	146	50	15
39042	309	50	164	62	33
39043	256	63	137	33	23
39044	212	47	103	53	9
39045	261	38	164	35	24
40001	237	104	87	35	11
40002	249	108	91	38	12
40003	394	206	102	62	24
40004	140	72	38	23	7
40005	328	169	91	52	16
40006	436	267	83	63	23
40007	323	179	73	58	13
40008	448	250	98	81	19
40009	215	109	61	37	8
40010	260	139	59	48	14
40011	358	194	87	56	21
40012	284	140	78	51	15
40013	558	375	84	80	19
40014	217	97	75	29	16
40015	247	105	90	31	21
40016	465	258	99	93	15
40017	272	141	72	53	6
40018	216	113	55	36	12
40019	337	162	93	44	38
40020	237	112	69	34	22
40021	386	209	99	56	22
40022	368	202	99	58	9
40023	457	259	99	68	31
40024	219	96	72	35	16
40025	426	244	86	81	15
40026	415	209	126	60	20
40027	417	238	102	50	27
40028	368	229	72	53	14
40029	313	110	107	74	22
40030	269	111	96	45	17
40031	406	209	101	71	25
40032	391	213	113	47	18
40033	364	212	76	63	13
40034	249	82	80	65	22
40035	122	48	36	26	12
40036	310	162	94	44	10
40037	305	176	89	28	12
40038	451	258	112	60	21
40039	73	30	21	18	4
41001	239	26	164	27	22
41002	256	23	178	40	15
41003	238	49	136	32	21
41004	285	33	188	50	14
41005	300	60	165	50	25
41006	390	59	260	43	28
41007	272	38	175	39	20
41008	267	34	169	42	22
41009	234	47	140	32	15
41010	333	43	217	55	18
41011	281	38	189	39	15
41012	222	29	146	29	18
41013	259	59	134	45	21
41014	347	72	194	55	26
41015	328	53	195	58	22
41016	243	25	174	25	19
41017	268	50	156	31	31
41018	239	30	171	24	14
41019	325	77	159	67	22
41020	182	33	114	23	12
41021	263	41	163	30	29
41022	316	60	187	47	22
41023	229	16	160	31	22
41024	200	33	129	21	17
41025	125	37	57	22	9
41026	256	36	144	47	29
41027	135	25	77	20	13
41028	178	54	74	35	15
41029	116	24	57	25	10
41030	224	39	130	36	19
41031	264	41	166	34	23
41032	230	39	145	37	9
41033	231	37	139	30	25
41034	245	36	152	37	20
41035	337	47	202	66	22
41036	246	52	129	50	15
41037	283	55	169	30	29
41038	226	26	152	28	20
41039	320	53	188	54	25
41040	261	24	182	30	25
41041	230	29	167	23	11
41042	254	39	155	40	20
41043	237	41	138	36	22
41044	278	31	196	36	15
41045	248	35	149	45	19
41046	328	42	184	78	24
41047	324	53	198	47	26
42001	267	76	117	55	19
42002	264	98	100	55	11
42003	266	104	91	44	27
42004	522	190	209	107	16
42005	229	67	110	37	15
42006	319	109	120	63	27
42007	323	74	152	78	19
42008	303	98	125	58	22
42009	329	132	109	64	24
42010	392	135	144	87	26
42011	114	50	40	20	4
42012	290	84	121	75	10
42013	325	95	138	66	26
42014	287	96	128	49	14
42015	304	100	146	47	11
42016	279	88	118	46	27
42017	256	79	118	42	17
42018	218	91	81	38	8
42019	356	86	158	97	15
42020	259	80	124	43	12
42021	230	87	83	55	5
42022	104	25	53	18	8
42023	297	80	145	62	10
42024	203	63	83	52	5
42025	280	96	128	48	8
42026	319	109	140	52	18
42027	252	103	99	35	15
42028	268	93	92	66	17
42029	230	62	113	41	14
42030	224	61	97	58	8
42031	308	117	107	77	7
42032	243	80	114	37	12
42033	331	130	120	53	28
42034	241	65	114	55	7
42035	336	122	135	69	10
42036	320	113	130	54	23
42037	204	68	105	26	5
42038	251	73	114	52	12
42039	340	117	134	73	16
42040	295	113	119	49	14
42041	264	110	93	51	10
42042	488	201	167	94	26
43001	164	62	56	40	6
43002	325	128	129	57	11
43003	325	110	137	69	9
43004	298	100	119	63	16
43005	272	85	117	54	16
43006	216	94	84	35	3
43007	216	94	80	30	12
43008	220	74	93	40	13
43009	305	123	125	48	9
43010	395	126	158	97	14
43011	227	83	87	47	10
43012	181	57	69	47	8
43013	265	112	95	44	14
43014	362	102	148	98	14
43015	299	102	129	52	16
43016	340	141	123	58	18
43017	220	68	84	50	18
43018	345	126	124	73	22
43019	327	121	117	82	7
43020	325	140	125	51	9
43021	305	121	102	68	14
43022	217	73	93	37	14
43023	203	78	74	41	10
43024	199	74	81	33	11
43025	285	86	107	79	13
43026	245	89	91	61	4
43027	311	118	109	72	12
43028	279	93	105	69	12
43029	373	171	125	59	18
43030	346	138	123	72	13
43031	302	129	108	51	14
43032	331	148	86	82	15
43033	322	93	144	72	13
43034	190	59	69	54	8
43035	292	89	138	55	10
43036	171	76	51	34	10
43037	271	123	90	50	8
43038	257	71	125	53	8
43039	213	75	86	40	12
43040	228	118	62	38	10
43041	418	165	166	72	15
43042	279	110	95	55	19
43043	306	85	127	81	13
43044	296	121	118	46	11
43045	215	81	79	47	8
43046	173	68	60	39	6
44001	388	167	136	76	9
44002	300	116	96	71	17
44003	258	66	84	92	16
44004	233	81	74	66	12
44005	256	129	73	49	5
44006	436	201	141	80	14
44007	262	72	92	76	22
44008	302	150	88	58	6
44009	292	114	107	53	18
44010	307	141	105	52	9
44011	366	151	139	59	17
44012	366	139	140	71	16
44013	285	111	104	57	13
44014	202	89	60	45	8
44015	308	149	79	68	12
44016	373	153	133	75	12
44017	397	170	117	88	22
44018	322	170	86	53	13
44019	420	178	133	92	17
44020	299	174	71	42	12
44021	363	170	96	80	17
44022	379	137	128	91	23
44023	332	178	81	57	16
44024	241	100	71	59	11
44025	342	138	111	75	18
44026	379	186	111	63	19
44027	413	154	155	77	27
44028	296	139	81	56	20
44029	354	151	102	86	15
44030	392	163	139	75	15
44031	266	130	77	42	17
44032	356	166	114	64	12
44033	281	139	84	46	12
44034	386	165	145	64	12
44035	294	117	88	72	17
44036	286	140	78	55	13
44037	419	178	134	82	25
44038	295	125	110	48	12
44039	310	117	110	61	22
44040	327	132	117	61	17
44041	429	217	111	83	18
45001	264	128	79	37	20
45002	277	146	66	49	16
45003	302	131	89	65	17
45004	382	169	130	55	28
45005	329	115	120	71	23
45006	412	174	123	96	19
45007	424	150	177	70	27
45008	262	100	100	42	20
45009	233	84	96	28	25
45010	262	85	124	34	19
45011	199	73	79	29	18
45012	227	100	71	38	18
45013	271	77	107	58	29
45014	368	129	142	61	36
45015	379	142	141	60	36
45016	222	83	85	40	14
45017	285	93	116	58	18
45018	246	70	119	42	15
45019	133	55	39	23	16
45020	167	56	77	20	14
45021	209	46	101	38	24
45022	167	46	73	30	18
45023	193	39	108	28	18
45024	167	29	91	35	12
45025	156	33	83	24	16
45026	104	25	48	19	12
45027	236	51	135	37	13
45028	156	49	64	27	16
45029	121	27	70	19	5
45030	216	75	72	44	25
45031	228	70	107	31	20
45032	228	75	95	44	14
45033	193	77	69	31	16
45034	273	91	105	54	23
45035	307	83	146	47	31
45036	304	92	135	53	24
45037	227	54	115	41	17
45038	244	62	115	45	22
45039	230	55	116	38	21
45040	190	42	109	21	18
45041	253	54	141	39	19
45042	277	48	167	30	32
45043	233	49	122	36	26
45044	290	59	169	43	19
45045	163	18	110	20	15
45046	163	28	92	25	18
45047	172	21	114	22	15
45048	181	23	124	20	14
46001	278	166	58	42	12
46002	312	189	80	35	8
46003	426	184	123	95	24
46004	351	202	92	47	10
46005	405	217	109	60	19
46006	296	187	60	35	14
46007	399	159	145	69	26
46008	240	143	56	35	6
46009	416	212	120	64	20
46010	547	262	170	95	20
46011	293	160	76	40	17
46012	428	261	82	61	24
46013	333	159	96	62	16
46014	260	172	53	26	9
46015	361	144	109	76	32
46016	448	258	102	64	24
46017	422	199	117	77	29
46018	392	183	117	71	21
46019	285	96	106	59	24
46020	251	149	55	38	9
46021	190	118	31	32	9
46022	274	186	45	34	9
46023	291	160	82	41	8
46024	429	189	139	81	20
46025	307	190	58	47	12
46026	436	251	95	72	18
46027	452	260	116	61	15
46028	236	92	81	58	5
46029	228	118	64	34	12
46030	390	200	117	56	17
46031	349	176	94	64	15
46032	299	180	70	39	10
46033	385	154	132	79	20
46034	377	193	107	62	15
46035	272	161	62	34	15
46036	364	142	127	66	29
46037	235	147	53	24	11
46038	341	189	89	53	10
46039	308	127	126	40	15
46040	327	173	82	62	10
47001	236	105	64	49	18
47002	377	164	125	73	15
47003	288	115	106	43	24
47004	445	213	135	71	26
47005	396	223	91	62	20
47006	389	184	114	70	21
47007	344	143	102	75	24
47008	368	152	133	67	16
47009	315	154	95	52	14
47010	502	289	94	100	19
47011	346	133	139	61	13
47012	399	208	103	65	23
47013	396	232	78	70	16
47014	346	175	102	52	17
47015	497	346	78	49	24
47016	377	178	113	64	22
47017	362	140	122	79	21
47018	345	182	94	51	18
47019	553	330	113	92	18
47020	349	195	71	62	21
47021	362	192	88	67	15
47022	431	214	119	71	27
47023	472	286	100	73	13
47024	404	202	115	74	13
47025	370	203	95	56	16
47026	473	292	89	72	20
47027	324	154	99	57	14
47028	359	172	102	62	23
47029	368	163	124	68	13
47030	444	246	108	72	18
47031	394	197	118	63	16
47032	460	266	93	85	16
47033	328	146	106	61	15
47034	416	218	88	87	23
47035	363	160	130	60	13
47036	454	263	100	73	18
47037	375	211	85	61	18
47038	364	182	94	68	20
47039	402	196	118	72	16
47040	424	241	92	72	19
47041	448	246	111	71	20
47042	371	232	77	45	17
47043	297	121	94	64	18
47044	268	120	76	51	21
47045	360	207	90	54	9
47046	349	143	128	55	23
47047	396	183	124	70	19
47048	46	21	16	6	3
48001	389	232	79	56	22
48002	189	94	49	36	10
48003	410	223	104	59	24
48004	339	190	72	66	11
48005	238	122	53	49	14
48006	423	270	91	47	15
48007	390	215	96	67	12
48008	177	81	52	30	14
48009	239	110	85	34	10
48010	545	325	124	79	17
48011	335	197	65	55	18
48012	473	275	100	74	24
48013	426	186	137	78	25
48014	171	85	44	33	9
48015	206	103	59	31	13
48016	363	227	74	43	19
48017	319	195	77	38	9
48018	226	117	57	31	21
48019	301	180	65	44	12
48020	439	261	95	66	17
48021	451	265	119	50	17
48022	318	125	93	68	32
48023	350	184	72	85	9
48024	341	168	105	54	14
48025	343	177	91	64	11
48026	151	75	40	30	6
48027	318	192	60	53	13
48028	335	191	83	46	15
48029	85	41	18	20	6
48030	358	218	64	62	14
48031	396	234	84	55	23
48032	361	195	99	53	14
48033	206	81	64	55	6
48034	311	181	70	50	10
48035	225	133	52	27	13
48036	213	92	74	36	11
48037	381	237	74	54	16
48038	424	230	88	91	15
48039	219	115	58	33	13
48040	326	185	71	50	20
48041	425	276	73	69	7
48042	429	259	84	68	18
48043	414	239	102	60	13
48044	466	283	90	76	17
48045	273	166	44	52	11
48046	237	134	58	32	13
49001	204	143	35	22	4
49002	231	140	56	29	6
49003	378	210	90	64	14
49004	474	312	79	62	21
49005	319	204	58	47	10
49006	317	179	70	54	14
49007	304	165	64	59	16
49008	245	135	70	24	16
49009	356	225	59	56	16
49010	369	237	69	44	19
49011	409	274	69	51	15
49012	461	293	81	66	21
49013	390	236	75	62	17
49014	243	151	47	37	8
49015	201	114	45	30	12
49016	319	200	62	44	13
49017	239	144	50	34	11
49018	481	315	82	71	13
49019	290	185	56	33	16
49020	541	368	89	71	13
49021	177	95	57	20	5
49022	323	204	62	45	12
49023	468	327	62	62	17
49024	202	139	30	22	11
49025	347	224	59	45	19
49026	441	287	86	59	9
49027	369	251	59	45	14
49028	507	346	74	63	24
49029	437	285	70	64	18
49030	320	204	52	50	14
49031	270	160	51	50	9
49032	319	195	66	48	10
49033	241	144	50	40	7
50001	266	83	90	62	31
50002	174	58	53	39	24
50003	244	67	103	49	25
50004	257	93	93	46	25
50005	168	39	77	27	25
50006	261	120	92	37	12
50007	341	164	92	68	17
50008	225	113	56	44	12
50009	206	98	62	35	11
50010	212	69	78	43	22
50011	181	29	103	32	17
50012	100	45	26	22	7
50013	216	116	50	33	17
50014	92	33	36	14	9
50015	374	180	106	64	24
50016	80	14	28	28	10
50017	198	79	68	35	16
50018	46	7	33	4	2
50019	138	76	35	20	7
50020	257	130	60	50	17
50021	224	94	72	47	11
50022	184	67	60	40	17
50023	139	42	53	34	10
50024	171	32	79	31	29
50025	213	48	99	37	29
50026	170	86	50	29	5
50027	71	24	26	12	9
50028	226	105	65	33	23
50029	152	94	28	18	12
50030	155	72	42	26	15
50031	252	140	56	36	20
50032	214	120	56	29	9
50033	221	49	98	47	27
50034	371	152	129	64	26
50035	338	182	76	65	15
50036	262	134	64	46	18
50037	275	126	77	56	16
50038	113	18	41	40	14
50039	122	33	60	17	12
50040	246	51	118	37	40
Barrington 1	201	49	73	67	12
Barrington 2	104	34	36	27	7
Barrington 3	168	27	76	53	12
Barrington 4	243	68	114	48	13
Barrington 5	151	51	69	25	6
Barrington 6	299	84	130	67	18
Barrington 7	59	18	23	13	5
Barrington 8	204	53	90	45	16
Barrington 9	189	58	67	49	15
Barrington 10	286	64	121	83	18
Barrington 11	124	32	59	26	7
Berwyn Ward 1 Precinct 1	196	63	99	24	10
Berwyn Ward 1 Precinct 2	199	48	99	34	18
Berwyn Ward 1 Precinct 3	351	109	180	36	26
Berwyn Ward 1 Precinct 4	253	95	103	38	17
Berwyn Ward 1 Precinct 5	210	72	93	32	13
Berwyn Ward 2 Precinct 1	139	45	61	26	7
Berwyn Ward 2 Precinct 2	186	46	97	35	8
Berwyn Ward 2 Precinct 3	297	71	151	48	27
Berwyn Ward 2 Precinct 4	354	116	163	55	20
Berwyn Ward 3 Precinct 1	224	80	96	27	21
Berwyn Ward 3 Precinct 2	183	60	77	31	15
Berwyn Ward 3 Precinct 3	214	71	87	38	18
Berwyn Ward 3 Precinct 4	243	88	96	43	16
Berwyn Ward 3 Precinct 5	328	119	126	69	14
Berwyn Ward 4 Precinct 1	128	48	54	16	10
Berwyn Ward 4 Precinct 2	238	90	95	40	13
Berwyn Ward 4 Precinct 3	262	87	120	41	14
Berwyn Ward 4 Precinct 4	170	45	97	17	11
Berwyn Ward 5 Precinct 1	374	152	156	48	18
Berwyn Ward 5 Precinct 2	215	81	84	36	14
Berwyn Ward 5 Precinct 3	167	65	72	20	10
